UniProt_Proteome_ID	IDR_Long	IDR_Short
UP000223545	0.247	0.205
UP000241743	0.245	0.21
UP000222069	0.245	0.207
UP000225583	0.244	0.205
UP000221262	0.244	0.212
UP000225037	0.244	0.204
UP000222950	0.243	0.209
UP000225500	0.243	0.212
UP000224101	0.241	0.209
UP000226396	0.241	0.207
UP000241856	0.241	0.207
UP000224179	0.241	0.208
UP000223281	0.241	0.208
UP000223768	0.241	0.21
UP000224836	0.24	0.209
UP000240470	0.24	0.207
UP000224035	0.239	0.203
UP000226171	0.239	0.204
UP000203605	0.239	0.204
UP000228763	0.238	0.208
UP000240386	0.238	0.205
UP000221605	0.237	0.202
UP000243993	0.237	0.212
UP000226235	0.237	0.199
UP000241096	0.237	0.205
UP000223979	0.237	0.201
UP000225160	0.237	0.204
UP000223389	0.236	0.205
UP000223244	0.236	0.202
UP000224585	0.236	0.206
UP000222383	0.236	0.207
UP000224762	0.235	0.198
UP000224754	0.235	0.202
UP000241164	0.234	0.198
UP000231051	0.234	0.203
UP000224063	0.234	0.202
UP000224746	0.234	0.201
UP000223010	0.232	0.195
UP000241560	0.232	0.203
UP000240821	0.232	0.198
UP000225200	0.232	0.198
UP000223544	0.231	0.197
UP000221506	0.23	0.204
UP000225029	0.229	0.193
UP000222256	0.228	0.199
UP000224800	0.227	0.194
UP000222402	0.227	0.194
UP000240948	0.226	0.193
UP000241747	0.226	0.193
UP000223363	0.225	0.197
UP000225821	0.224	0.193
UP000225837	0.224	0.197
UP000225885	0.224	0.198
UP000225515	0.222	0.19
UP000221468	0.222	0.191
UP000223342	0.222	0.192
UP000223801	0.221	0.192
UP000222252	0.22	0.193
UP000224960	0.219	0.188
UP000224987	0.218	0.188
UP000223361	0.217	0.185
UP000221837	0.214	0.187
UP000224598	0.214	0.181
UP000223149	0.212	0.191
UP000240743	0.211	0.183
UP000224474	0.21	0.184
UP000221619	0.21	0.18
UP000223025	0.207	0.181
UP000225754	0.201	0.176
UP000222432	0.2	0.178
UP000221453	0.199	0.175
UP000222421	0.199	0.171
UP000224012	0.196	0.167
UP000224877	0.193	0.169
UP000225028	0.19	0.17
UP000223294	0.186	0.179
UP000240921	0.18	0.155
UP000001291	0.172	0.156
UP000241125	0.166	0.145
UP000241106	0.16	0.143
UP000225886	0.149	0.144
UP000123877	0.166	0.155
UP000232966	0.704	0.62
UP000171701	0.218	0.192
UP000207589	0.334	0.293
UP000203008	0.262	0.232
UP000201671	0.252	0.227
UP000201748	0.165	0.158
UP000203612	0.141	0.128
UP000204070	0.14	0.134
UP000202499	0.14	0.125
UP000204143	0.49	0.401
UP000202022	0.443	0.357
UP000014319	0.435	0.355
UP000203828	0.416	0.348
UP000011137	0.416	0.35
UP000011138	0.412	0.344
UP000202786	0.348	0.297
UP000002609	0.196	0.167
UP000224527	0.186	0.157
UP000008240	0.175	0.149
UP000202383	0.171	0.151
UP000011832	0.165	0.151
UP000001243	0.149	0.127
UP000203179	0.148	0.135
UP000000512	0.122	0.111
UP000006814	0.117	0.108
UP000009199	0.115	0.1
UP000007017	0.114	0.102
UP000224202	0.114	0.109
UP000011271	0.113	0.116
UP000009164	0.112	0.105
UP000006673	0.111	0.106
UP000001247	0.103	0.098
UP000221965	0.102	0.098
UP000202190	0.098	0.093
UP000203343	0.097	0.089
UP000223181	0.092	0.097
UP000203064	0.091	0.087
UP000203975	0.454	0.373
UP000241949	0.386	0.331
UP000240235	0.377	0.322
UP000241995	0.229	0.199
UP000001069	0.128	0.117
UP000208062	0.487	0.4
UP000202086	0.425	0.355
UP000007572	0.393	0.341
UP000000877	0.392	0.327
UP000007570	0.366	0.31
UP000002150	0.222	0.194
UP000007024	0.22	0.205
UP000019001	0.164	0.143
UP000000259	0.145	0.136
UP000006364	0.133	0.118
UP000000514	0.126	0.113
UP000000513	0.124	0.118
UP000001777	0.123	0.117
UP000009161	0.123	0.117
UP000001308	0.116	0.104
UP000001066	0.116	0.106
UP000009250	0.11	0.103
UP000202152	0.109	0.107
UP000008691	0.107	0.098
UP000008777	0.102	0.096
UP000007569	0.377	0.319
UP000007571	0.353	0.298
UP000009401	0.318	0.276
UP000241134	0.228	0.196
UP000201922	0.227	0.205
UP000207613	0.185	0.176
UP000201142	0.272	0.233
UP000201219	0.209	0.182
UP000204182	0.186	0.167
UP000201566	0.347	0.278
UP000204584	0.314	0.256
UP000029780	0.216	0.202
UP000203366	0.208	0.191
UP000203012	0.204	0.191
UP000202176	0.179	0.17
UP000202558	0.165	0.142
UP000202709	0.336	0.282
UP000201921	0.188	0.163
UP000204668	0.214	0.198
UP000203865	0.206	0.19
UP000232615	0.202	0.187
UP000203790	0.201	0.186
UP000241071	0.164	0.142
UP000236316	0.134	0.118
UP000000403	0.249	0.219
UP000203474	0.348	0.292
UP000000864	0.271	0.232
UP000204092	0.262	0.229
UP000208118	0.248	0.215
UP000202189	0.248	0.216
UP000204497	0.247	0.213
UP000203890	0.247	0.214
UP000232916	0.235	0.237
UP000204095	0.204	0.185
UP000000862	0.197	0.177
UP000009174	0.194	0.175
UP000202419	0.194	0.177
UP000203485	0.189	0.173
UP000203826	0.205	0.179
UP000028667	0.197	0.175
UP000232674	0.156	0.182
UP000109796	0.192	0.175
UP000241384	0.228	0.202
UP000116944	0.209	0.197
UP000203362	0.198	0.184
UP000116229	0.191	0.169
UP000100474	0.184	0.179
UP000232280	0.181	0.169
UP000109362	0.173	0.165
UP000203957	0.167	0.162
UP000124377	0.159	0.151
UP000109070	0.139	0.127
UP000201186	0.136	0.124
UP000203564	0.125	0.127
UP000125522	0.122	0.112
UP000161193	0.121	0.115
UP000154064	0.108	0.103
UP000232769	0.318	0.289
UP000234992	0.3	0.252
UP000204491	0.228	0.204
UP000203104	0.222	0.194
UP000201468	0.184	0.16
UP000204089	0.18	0.171
UP000203025	0.263	0.224
UP000241708	0.258	0.222
UP000204088	0.235	0.203
UP000204225	0.229	0.194
UP000202573	0.221	0.195
UP000117440	0.225	0.191
UP000232833	0.447	0.367
UP000232736	0.404	0.347
UP000129398	0.393	0.34
UP000203592	0.38	0.324
UP000203517	0.368	0.322
UP000133082	0.367	0.317
UP000173842	0.347	0.3
UP000202163	0.344	0.33
UP000232671	0.344	0.314
UP000203053	0.342	0.301
UP000202323	0.341	0.296
UP000214362	0.34	0.288
UP000202727	0.338	0.279
UP000201694	0.325	0.298
UP000214354	0.319	0.284
UP000235717	0.317	0.277
UP000118400	0.313	0.278
UP000232560	0.311	0.3
UP000203617	0.309	0.281
UP000132218	0.301	0.277
UP000214363	0.301	0.25
UP000134533	0.296	0.272
UP000203095	0.293	0.264
UP000214340	0.289	0.261
UP000109295	0.285	0.261
UP000214343	0.28	0.236
UP000232847	0.278	0.268
UP000214376	0.277	0.234
UP000203670	0.276	0.252
UP000214347	0.273	0.235
UP000224716	0.258	0.222
UP000202608	0.255	0.249
UP000214369	0.255	0.227
UP000241707	0.254	0.232
UP000201531	0.253	0.235
UP000207665	0.253	0.221
UP000202023	0.248	0.239
UP000207699	0.247	0.22
UP000203833	0.245	0.224
UP000097509	0.243	0.228
UP000214346	0.241	0.207
UP000202576	0.233	0.217
UP000103610	0.232	0.215
UP000125623	0.232	0.228
UP000139905	0.23	0.212
UP000201282	0.229	0.207
UP000214352	0.226	0.2
UP000102036	0.217	0.218
UP000154120	0.217	0.225
UP000204220	0.214	0.203
UP000204316	0.18	0.165
UP000107417	0.13	0.119
UP000203106	0.309	0.248
UP000223883	0.303	0.256
UP000202997	0.532	0.434
UP000202185	0.484	0.399
UP000202370	0.443	0.357
UP000201400	0.432	0.369
UP000203249	0.424	0.353
UP000204193	0.419	0.339
UP000203469	0.408	0.342
UP000201469	0.407	0.334
UP000203098	0.4	0.321
UP000202567	0.396	0.336
UP000203923	0.395	0.325
UP000204625	0.392	0.342
UP000204382	0.392	0.333
UP000204404	0.388	0.325
UP000203919	0.388	0.324
UP000203781	0.383	0.32
UP000201546	0.38	0.33
UP000204482	0.379	0.313
UP000204331	0.379	0.337
UP000201667	0.378	0.328
UP000202609	0.374	0.32
UP000201234	0.374	0.307
UP000201774	0.373	0.306
UP000203023	0.372	0.321
UP000203755	0.368	0.319
UP000204114	0.367	0.31
UP000201800	0.367	0.316
UP000203223	0.363	0.312
UP000203206	0.362	0.3
UP000202147	0.362	0.32
UP000201691	0.357	0.308
UP000202183	0.356	0.313
UP000204471	0.356	0.296
UP000201061	0.355	0.3
UP000202457	0.352	0.309
UP000203198	0.351	0.29
UP000202800	0.349	0.297
UP000203607	0.347	0.324
UP000217948	0.346	0.303
UP000202865	0.343	0.305
UP000207689	0.343	0.278
UP000201860	0.342	0.303
UP000201338	0.342	0.295
UP000203489	0.341	0.292
UP000203705	0.34	0.283
UP000204194	0.339	0.289
UP000202950	0.339	0.316
UP000201975	0.337	0.286
UP000203141	0.336	0.294
UP000201669	0.336	0.302
UP000202040	0.335	0.276
UP000203529	0.334	0.308
UP000204516	0.334	0.309
UP000202593	0.334	0.301
UP000204309	0.333	0.289
UP000207594	0.333	0.287
UP000202308	0.332	0.276
UP000203682	0.332	0.281
UP000201612	0.332	0.274
UP000203797	0.331	0.296
UP000202107	0.331	0.281
UP000201765	0.331	0.281
UP000203330	0.331	0.289
UP000204033	0.33	0.292
UP000202514	0.33	0.289
UP000202509	0.329	0.294
UP000202543	0.328	0.284
UP000203006	0.328	0.276
UP000201927	0.326	0.283
UP000204329	0.326	0.287
UP000201222	0.325	0.296
UP000202817	0.325	0.278
UP000202032	0.322	0.283
UP000201807	0.322	0.283
UP000202508	0.322	0.285
UP000207749	0.321	0.272
UP000201380	0.321	0.273
UP000203959	0.321	0.28
UP000201965	0.321	0.287
UP000201993	0.321	0.272
UP000204547	0.32	0.276
UP000201801	0.319	0.27
UP000203103	0.319	0.272
UP000203127	0.319	0.273
UP000201250	0.318	0.281
UP000202177	0.318	0.273
UP000202627	0.317	0.272
UP000201379	0.317	0.277
UP000203738	0.316	0.262
UP000202330	0.316	0.269
UP000204322	0.316	0.27
UP000202273	0.316	0.282
UP000203452	0.316	0.271
UP000201511	0.316	0.283
UP000203751	0.315	0.282
UP000202632	0.315	0.278
UP000201166	0.315	0.279
UP000202818	0.314	0.282
UP000201641	0.314	0.259
UP000203324	0.314	0.267
UP000202211	0.313	0.267
UP000202513	0.312	0.269
UP000201752	0.312	0.266
UP000204446	0.31	0.265
UP000202048	0.309	0.268
UP000202819	0.308	0.268
UP000203027	0.307	0.257
UP000201586	0.306	0.265
UP000201421	0.306	0.262
UP000207675	0.305	0.262
UP000207697	0.305	0.277
UP000201644	0.304	0.269
UP000201695	0.304	0.275
UP000201792	0.304	0.273
UP000201146	0.304	0.258
UP000201331	0.302	0.256
UP000202224	0.302	0.268
UP000201359	0.302	0.255
UP000203608	0.302	0.259
UP000203466	0.302	0.268
UP000201451	0.301	0.269
UP000203144	0.3	0.272
UP000204295	0.3	0.257
UP000204377	0.3	0.259
UP000202314	0.299	0.259
UP000201595	0.299	0.266
UP000203824	0.298	0.256
UP000202866	0.298	0.266
UP000204562	0.296	0.248
UP000203609	0.295	0.26
UP000201226	0.294	0.257
UP000204443	0.294	0.254
UP000203168	0.294	0.25
UP000203520	0.293	0.255
UP000201325	0.293	0.251
UP000203007	0.292	0.256
UP000201457	0.292	0.264
UP000204486	0.292	0.249
UP000201060	0.292	0.261
UP000202990	0.291	0.269
UP000203369	0.29	0.253
UP000202769	0.29	0.245
UP000202590	0.29	0.255
UP000204068	0.29	0.25
UP000201456	0.29	0.251
UP000201762	0.29	0.246
UP000201407	0.289	0.253
UP000201518	0.289	0.255
UP000204187	0.289	0.247
UP000204365	0.289	0.252
UP000207660	0.288	0.25
UP000203285	0.288	0.256
UP000201070	0.287	0.253
UP000202816	0.287	0.245
UP000204239	0.287	0.234
UP000202035	0.286	0.243
UP000203344	0.286	0.249
UP000203943	0.286	0.244
UP000204185	0.286	0.26
UP000203799	0.285	0.249
UP000202245	0.284	0.236
UP000202218	0.284	0.237
UP000201635	0.284	0.242
UP000203341	0.283	0.254
UP000203792	0.283	0.245
UP000202621	0.282	0.269
UP000202708	0.282	0.249
UP000202392	0.282	0.239
UP000203356	0.282	0.253
UP000202722	0.282	0.252
UP000203004	0.282	0.239
UP000203536	0.281	0.246
UP000204651	0.281	0.238
UP000202592	0.281	0.254
UP000203947	0.281	0.261
UP000203405	0.28	0.243
UP000201144	0.28	0.237
UP000202364	0.279	0.245
UP000202770	0.279	0.253
UP000203840	0.279	0.248
UP000204234	0.279	0.248
UP000203653	0.278	0.241
UP000201249	0.278	0.24
UP000201924	0.278	0.243
UP000204128	0.278	0.236
UP000202229	0.277	0.241
UP000202028	0.277	0.24
UP000201119	0.277	0.232
UP000202901	0.276	0.251
UP000202360	0.276	0.241
UP000202349	0.276	0.255
UP000204545	0.276	0.24
UP000201982	0.275	0.236
UP000218061	0.275	0.234
UP000204164	0.275	0.251
UP000203272	0.274	0.238
UP000201642	0.274	0.238
UP000201403	0.274	0.238
UP000203717	0.273	0.238
UP000201395	0.273	0.237
UP000201402	0.272	0.243
UP000207754	0.272	0.247
UP000201350	0.272	0.244
UP000201409	0.272	0.245
UP000203147	0.272	0.234
UP000202762	0.271	0.24
UP000202939	0.271	0.228
UP000202236	0.27	0.259
UP000203863	0.27	0.231
UP000203711	0.27	0.241
UP000204453	0.269	0.252
UP000208092	0.269	0.234
UP000201174	0.269	0.235
UP000201686	0.269	0.233
UP000202498	0.268	0.242
UP000201814	0.268	0.229
UP000208082	0.267	0.235
UP000202123	0.267	0.262
UP000202527	0.267	0.245
UP000201827	0.267	0.231
UP000202882	0.266	0.233
UP000204127	0.266	0.233
UP000201599	0.264	0.233
UP000201046	0.264	0.256
UP000204236	0.264	0.23
UP000204388	0.263	0.226
UP000201126	0.263	0.259
UP000204429	0.262	0.223
UP000201941	0.262	0.233
UP000201294	0.262	0.224
UP000204126	0.262	0.231
UP000203352	0.261	0.247
UP000202405	0.261	0.241
UP000201097	0.261	0.222
UP000208087	0.261	0.229
UP000203765	0.26	0.232
UP000203389	0.26	0.226
UP000203889	0.26	0.224
UP000207655	0.26	0.223
UP000202599	0.26	0.233
UP000203802	0.26	0.225
UP000202815	0.259	0.227
UP000207748	0.259	0.221
UP000204145	0.259	0.226
UP000208086	0.259	0.225
UP000204352	0.259	0.222
UP000201452	0.259	0.217
UP000201087	0.259	0.233
UP000207649	0.258	0.231
UP000204566	0.258	0.235
UP000204152	0.258	0.219
UP000201488	0.258	0.219
UP000202694	0.257	0.251
UP000204540	0.257	0.239
UP000201192	0.257	0.227
UP000203208	0.256	0.239
UP000203810	0.256	0.226
UP000201297	0.256	0.242
UP000201831	0.256	0.21
UP000201897	0.256	0.225
UP000201893	0.255	0.225
UP000203630	0.255	0.224
UP000201121	0.255	0.233
UP000202171	0.255	0.236
UP000204474	0.255	0.232
UP000202689	0.254	0.219
UP000202483	0.254	0.224
UP000203613	0.254	0.22
UP000204082	0.254	0.236
UP000202019	0.254	0.227
UP000204069	0.253	0.223
UP000204125	0.253	0.218
UP000202557	0.253	0.227
UP000203010	0.252	0.23
UP000204639	0.252	0.215
UP000202579	0.252	0.234
UP000201648	0.252	0.25
UP000203875	0.251	0.244
UP000201578	0.251	0.225
UP000203937	0.251	0.224
UP000203977	0.251	0.223
UP000207622	0.251	0.227
UP000201176	0.251	0.221
UP000201278	0.25	0.237
UP000207653	0.25	0.227
UP000203084	0.25	0.227
UP000202523	0.25	0.214
UP000201592	0.25	0.221
UP000203958	0.25	0.219
UP000202121	0.25	0.23
UP000207725	0.25	0.236
UP000201617	0.25	0.234
UP000203156	0.25	0.21
UP000207625	0.249	0.221
UP000201803	0.249	0.224
UP000202274	0.248	0.221
UP000203540	0.248	0.222
UP000202703	0.248	0.221
UP000217796	0.248	0.217
UP000203088	0.248	0.211
UP000202746	0.248	0.235
UP000201089	0.247	0.212
UP000202350	0.247	0.225
UP000203935	0.247	0.231
UP000017976	0.247	0.221
UP000202953	0.246	0.221
UP000202435	0.246	0.215
UP000201074	0.246	0.233
UP000204067	0.246	0.217
UP000203723	0.246	0.227
UP000203672	0.246	0.22
UP000204045	0.246	0.219
UP000204183	0.245	0.222
UP000203367	0.245	0.23
UP000204353	0.245	0.227
UP000202179	0.245	0.211
UP000202584	0.244	0.209
UP000204396	0.244	0.211
UP000204340	0.244	0.217
UP000201653	0.244	0.215
UP000202658	0.244	0.221
UP000201677	0.244	0.215
UP000201925	0.244	0.212
UP000203509	0.243	0.218
UP000202302	0.243	0.224
UP000204034	0.243	0.227
UP000204281	0.243	0.209
UP000204041	0.243	0.23
UP000203763	0.243	0.248
UP000203016	0.243	0.217
UP000202285	0.242	0.216
UP000202122	0.242	0.212
UP000201237	0.242	0.234
UP000201718	0.242	0.205
UP000203774	0.241	0.225
UP000202325	0.241	0.226
UP000202215	0.24	0.213
UP000203100	0.24	0.218
UP000202673	0.24	0.205
UP000204091	0.239	0.21
UP000204287	0.239	0.212
UP000202899	0.239	0.221
UP000203893	0.239	0.217
UP000208111	0.239	0.219
UP000202977	0.239	0.202
UP000202490	0.239	0.218
UP000203552	0.239	0.208
UP000202813	0.239	0.216
UP000201426	0.239	0.226
UP000202064	0.239	0.217
UP000201727	0.238	0.218
UP000201133	0.238	0.218
UP000202290	0.238	0.214
UP000204512	0.237	0.215
UP000201532	0.237	0.219
UP000202343	0.237	0.214
UP000204467	0.237	0.209
UP000202549	0.237	0.206
UP000201197	0.237	0.22
UP000202340	0.237	0.216
UP000202869	0.237	0.229
UP000201414	0.237	0.202
UP000202559	0.237	0.217
UP000201259	0.237	0.208
UP000203409	0.236	0.219
UP000203659	0.236	0.225
UP000204642	0.236	0.213
UP000207677	0.236	0.213
UP000203214	0.236	0.223
UP000204157	0.236	0.234
UP000203624	0.236	0.214
UP000207684	0.236	0.211
UP000202897	0.235	0.201
UP000204405	0.235	0.215
UP000203812	0.235	0.211
UP000203126	0.235	0.217
UP000201503	0.235	0.224
UP000202084	0.235	0.217
UP000202634	0.235	0.231
UP000202416	0.234	0.209
UP000202760	0.234	0.208
UP000201900	0.234	0.216
UP000202460	0.234	0.205
UP000203273	0.234	0.207
UP000203639	0.234	0.198
UP000202887	0.234	0.207
UP000203351	0.234	0.236
UP000203441	0.234	0.208
UP000203160	0.233	0.216
UP000203205	0.233	0.213
UP000203622	0.233	0.221
UP000208084	0.233	0.21
UP000202063	0.232	0.217
UP000203766	0.232	0.211
UP000208117	0.232	0.198
UP000202970	0.232	0.228
UP000202362	0.232	0.216
UP000201716	0.232	0.203
UP000203750	0.232	0.206
UP000203787	0.232	0.211
UP000204645	0.231	0.219
UP000201841	0.231	0.209
UP000201657	0.231	0.209
UP000201353	0.231	0.207
UP000202082	0.231	0.215
UP000203848	0.231	0.209
UP000203505	0.23	0.212
UP000202142	0.23	0.209
UP000203121	0.23	0.201
UP000202388	0.23	0.204
UP000208060	0.229	0.212
UP000201151	0.229	0.207
UP000202199	0.229	0.206
UP000207588	0.229	0.226
UP000201553	0.229	0.19
UP000203687	0.229	0.209
UP000202893	0.229	0.212
UP000201072	0.229	0.209
UP000203392	0.229	0.212
UP000201544	0.229	0.208
UP000202522	0.228	0.198
UP000201245	0.228	0.211
UP000202834	0.228	0.209
UP000202378	0.228	0.202
UP000202184	0.228	0.204
UP000203588	0.228	0.199
UP000202755	0.227	0.207
UP000201994	0.227	0.196
UP000203326	0.227	0.209
UP000202425	0.227	0.208
UP000204574	0.227	0.203
UP000201436	0.227	0.221
UP000204589	0.226	0.209
UP000202454	0.226	0.203
UP000207732	0.226	0.2
UP000201242	0.226	0.192
UP000204078	0.226	0.206
UP000201342	0.225	0.217
UP000204437	0.225	0.214
UP000202825	0.224	0.209
UP000202868	0.224	0.205
UP000203930	0.224	0.203
UP000201178	0.224	0.204
UP000201701	0.224	0.199
UP000202892	0.224	0.201
UP000203399	0.224	0.199
UP000203309	0.224	0.222
UP000203725	0.223	0.213
UP000203753	0.223	0.204
UP000201843	0.223	0.21
UP000207686	0.222	0.202
UP000204530	0.222	0.194
UP000204013	0.222	0.195
UP000207638	0.222	0.195
UP000204081	0.222	0.206
UP000202165	0.222	0.211
UP000204101	0.221	0.214
UP000201742	0.221	0.2
UP000203825	0.221	0.205
UP000203691	0.221	0.197
UP000203854	0.221	0.197
UP000201236	0.221	0.205
UP000204059	0.221	0.197
UP000203629	0.221	0.198
UP000204524	0.221	0.199
UP000202616	0.22	0.205
UP000202228	0.22	0.199
UP000203557	0.22	0.193
UP000204399	0.22	0.202
UP000207590	0.22	0.205
UP000204230	0.22	0.193
UP000203307	0.22	0.216
UP000201223	0.22	0.202
UP000201949	0.219	0.192
UP000203009	0.219	0.198
UP000204226	0.219	0.209
UP000203292	0.219	0.196
UP000202042	0.219	0.227
UP000201196	0.219	0.221
UP000201434	0.218	0.217
UP000202433	0.218	0.199
UP000201463	0.218	0.198
UP000203847	0.218	0.203
UP000204674	0.218	0.206
UP000204380	0.218	0.189
UP000203220	0.218	0.2
UP000202600	0.218	0.214
UP000201486	0.217	0.199
UP000203920	0.217	0.202
UP000203463	0.217	0.191
UP000203210	0.217	0.201
UP000201063	0.217	0.204
UP000201537	0.217	0.195
UP000201593	0.217	0.198
UP000201877	0.217	0.198
UP000202292	0.216	0.195
UP000201678	0.216	0.2
UP000203581	0.216	0.188
UP000203803	0.216	0.195
UP000202057	0.216	0.195
UP000201078	0.216	0.227
UP000202200	0.216	0.197
UP000204460	0.216	0.191
UP000202654	0.215	0.195
UP000203110	0.215	0.196
UP000201122	0.215	0.19
UP000202909	0.215	0.196
UP000203703	0.215	0.201
UP000203531	0.214	0.197
UP000204124	0.214	0.2
UP000204005	0.214	0.21
UP000202537	0.214	0.192
UP000202875	0.214	0.204
UP000202368	0.213	0.194
UP000203102	0.213	0.206
UP000203097	0.213	0.191
UP000203456	0.213	0.199
UP000202351	0.213	0.196
UP000204180	0.213	0.187
UP000203859	0.213	0.195
UP000201273	0.212	0.198
UP000202647	0.212	0.183
UP000201768	0.212	0.187
UP000207633	0.212	0.189
UP000204450	0.212	0.202
UP000203839	0.212	0.195
UP000201492	0.212	0.172
UP000203190	0.212	0.189
UP000202331	0.211	0.197
UP000203917	0.211	0.189
UP000203602	0.211	0.199
UP000202494	0.211	0.196
UP000204577	0.21	0.2
UP000202883	0.21	0.188
UP000203704	0.21	0.196
UP000204188	0.21	0.189
UP000202814	0.21	0.196
UP000201184	0.21	0.188
UP000202961	0.21	0.2
UP000202659	0.209	0.184
UP000203881	0.209	0.184
UP000201096	0.209	0.185
UP000204137	0.209	0.188
UP000201585	0.208	0.191
UP000203209	0.208	0.18
UP000201948	0.208	0.187
UP000202141	0.208	0.197
UP000204392	0.208	0.19
UP000201446	0.208	0.192
UP000202524	0.207	0.186
UP000203304	0.207	0.184
UP000203379	0.207	0.186
UP000201094	0.206	0.189
UP000204047	0.206	0.191
UP000202318	0.206	0.185
UP000202109	0.206	0.178
UP000204282	0.206	0.192
UP000204427	0.205	0.193
UP000202545	0.205	0.184
UP000204495	0.205	0.189
UP000202393	0.205	0.182
UP000207735	0.205	0.19
UP000201794	0.205	0.206
UP000202092	0.205	0.185
UP000203334	0.204	0.192
UP000202346	0.204	0.188
UP000203042	0.204	0.182
UP000204587	0.204	0.182
UP000201092	0.204	0.198
UP000204620	0.203	0.18
UP000201722	0.203	0.188
UP000204072	0.203	0.186
UP000204544	0.203	0.201
UP000203022	0.203	0.195
UP000204247	0.202	0.183
UP000204383	0.202	0.19
UP000202262	0.202	0.184
UP000201580	0.202	0.194
UP000203558	0.202	0.195
UP000203322	0.202	0.197
UP000201710	0.201	0.204
UP000204480	0.201	0.182
UP000203005	0.201	0.17
UP000201200	0.201	0.188
UP000203391	0.2	0.184
UP000202264	0.2	0.176
UP000204408	0.2	0.197
UP000204672	0.2	0.184
UP000207666	0.2	0.183
UP000201714	0.2	0.19
UP000204105	0.2	0.18
UP000202648	0.2	0.178
UP000203548	0.199	0.198
UP000203728	0.199	0.185
UP000203625	0.199	0.184
UP000203660	0.199	0.176
UP000202247	0.199	0.176
UP000204676	0.199	0.189
UP000201761	0.198	0.186
UP000203421	0.198	0.184
UP000203234	0.198	0.182
UP000203718	0.198	0.182
UP000207695	0.198	0.179
UP000204201	0.197	0.181
UP000202409	0.197	0.184
UP000204289	0.197	0.18
UP000203597	0.197	0.176
UP000202601	0.197	0.183
UP000203194	0.197	0.182
UP000201614	0.196	0.174
UP000204223	0.196	0.18
UP000201147	0.196	0.178
UP000201720	0.196	0.184
UP000202726	0.195	0.18
UP000202234	0.195	0.18
UP000202046	0.195	0.182
UP000204317	0.195	0.179
UP000203599	0.195	0.189
UP000201536	0.195	0.183
UP000203301	0.195	0.183
UP000203434	0.195	0.174
UP000203972	0.194	0.187
UP000202013	0.194	0.184
UP000207693	0.194	0.194
UP000204104	0.194	0.174
UP000203650	0.194	0.176
UP000204604	0.194	0.172
UP000202053	0.194	0.193
UP000203033	0.194	0.18
UP000202164	0.194	0.186
UP000201339	0.194	0.172
UP000207692	0.193	0.187
UP000202867	0.193	0.178
UP000202984	0.193	0.179
UP000203314	0.193	0.178
UP000204601	0.193	0.171
UP000204583	0.192	0.184
UP000204600	0.192	0.176
UP000201229	0.192	0.172
UP000204428	0.191	0.169
UP000201277	0.191	0.17
UP000207626	0.191	0.171
UP000204611	0.191	0.177
UP000203680	0.191	0.185
UP000203897	0.191	0.181
UP000202294	0.191	0.175
UP000204241	0.191	0.174
UP000202753	0.19	0.186
UP000203213	0.19	0.172
UP000202976	0.19	0.174
UP000202429	0.19	0.177
UP000201564	0.19	0.166
UP000202978	0.189	0.178
UP000202871	0.189	0.173
UP000203211	0.189	0.181
UP000203869	0.188	0.192
UP000203877	0.188	0.198
UP000202750	0.188	0.182
UP000203460	0.188	0.172
UP000204400	0.188	0.181
UP000203483	0.188	0.178
UP000202754	0.188	0.174
UP000201218	0.188	0.174
UP000204573	0.188	0.168
UP000203820	0.187	0.174
UP000203279	0.187	0.178
UP000207584	0.187	0.18
UP000202685	0.187	0.181
UP000204469	0.187	0.18
UP000204403	0.187	0.181
UP000201869	0.187	0.176
UP000203598	0.187	0.173
UP000202058	0.186	0.182
UP000203134	0.186	0.166
UP000203145	0.186	0.18
UP000202239	0.186	0.17
UP000202038	0.185	0.173
UP000201470	0.185	0.17
UP000203109	0.185	0.176
UP000203163	0.185	0.178
UP000201375	0.185	0.171
UP000204311	0.185	0.175
UP000203644	0.185	0.163
UP000202103	0.185	0.174
UP000203868	0.185	0.165
UP000203083	0.185	0.171
UP000201125	0.184	0.164
UP000202034	0.184	0.173
UP000204384	0.184	0.176
UP000203124	0.184	0.173
UP000202688	0.184	0.176
UP000202891	0.183	0.175
UP000204582	0.182	0.176
UP000204190	0.182	0.17
UP000203862	0.181	0.167
UP000203432	0.181	0.171
UP000203384	0.181	0.169
UP000202582	0.181	0.168
UP000208063	0.181	0.191
UP000201980	0.181	0.171
UP000203224	0.181	0.169
UP000201998	0.18	0.173
UP000203099	0.18	0.167
UP000202267	0.18	0.166
UP000204526	0.18	0.187
UP000203813	0.18	0.171
UP000202358	0.18	0.166
UP000204266	0.18	0.173
UP000201399	0.18	0.166
UP000204669	0.18	0.17
UP000202098	0.179	0.17
UP000202515	0.179	0.167
UP000201815	0.179	0.171
UP000202374	0.179	0.166
UP000203906	0.178	0.158
UP000204581	0.178	0.164
UP000202232	0.178	0.165
UP000203230	0.178	0.171
UP000203776	0.177	0.162
UP000202541	0.177	0.179
UP000204012	0.177	0.16
UP000202006	0.176	0.178
UP000203457	0.176	0.189
UP000201764	0.176	0.163
UP000202571	0.176	0.164
UP000201629	0.175	0.183
UP000201286	0.175	0.153
UP000202981	0.175	0.158
UP000204612	0.175	0.162
UP000202742	0.175	0.158
UP000207619	0.175	0.169
